ax0,ay0,az0,gx0,gy0,gz0,ax1,ay1,az1,gx1,gy1,gz1
-19836,11612,8512,18100,32767,-1,4544,-2264,4520,-1242,-253,-1
-17488,1512,4076,15820,32767,-1,4732,-2424,10336,-5617,-84,-1
-12972,-14420,-292,10759,32767,-1,6520,-3056,20192,-11407,-16,-1
-13084,-32768,-3056,286,32767,-1,8580,-3128,32767,-14222,-698,-1
-6460,-32768,1704,-9546,32767,-1,14940,-1268,32767,-13728,657,-1
-12556,-32768,232,-20200,21434,-1,10864,-4780,32767,-11765,1279,-1
-19312,-32768,-12236,-24053,1124,-1,21908,-3316,32767,-2359,1228,-1
-19112,-32768,-13896,-20767,-22514,-1,20472,-3396,32767,3989,1852,-1
-18248,-32768,-12792,-15948,-32768,-1,12060,-4280,32767,2717,2044,-1
-16036,-32768,-6684,-23443,-32768,-1,17716,-5764,32767,-3404,2381,-1
-16472,-32768,-6612,-25922,-32768,-1,18496,-4356,32767,-1498,2286,-1
-20000,-24068,-6572,-22597,-32768,-1,13556,-2828,29824,-43,1832,-1
-23284,-9212,-4276,-15648,-32768,-1,10176,-1568,22332,1547,2149,-1
-28424,440,-2884,-16498,-32768,-1,6012,-560,16032,4799,2406,-1
-29908,9976,2792,-19419,-32768,-1,2892,372,8472,9059,2844,-1
-28148,9012,4364,-14459,-32768,-1,-1132,-76,3696,12551,2111,-1
-32768,15720,8532,-22460,-32768,-1,-1940,84,464,16065,1471,-1
-30364,29044,9080,-16939,-32768,-1,-3964,32,-4132,18903,1016,-1
-31896,25760,7824,-13879,-32768,-1,-1976,120,-6588,19446,35,-1
-29300,24592,11976,-17031,-32768,-1,-3056,188,-7640,16285,-457,-1
-30396,24792,10652,-19904,-32768,-1,4904,216,-10208,13601,-302,-1
-29196,22048,11004,-26212,-32768,-1,-1852,-60,-8336,7915,-728,-1
-29208,18436,11244,-21966,-32768,-1,520,-380,-8612,5079,-1728,-1
-29660,18580,6348,-27963,-32768,-1,1080,-764,-8256,3293,-1991,-1
-24592,26752,7064,-28727,-32768,-1,2288,-948,-8112,2226,-1836,-1
-22356,26192,9272,-32344,-32768,-1,2300,-860,-7664,986,-1390,-1
-21744,22572,6368,-28797,-32768,-1,1328,-992,-6428,813,-1182,-1
-21824,23276,8004,-24035,-32768,-1,1596,-1496,-5148,2071,-709,-1
-21672,22328,8648,-24974,-30235,-1,-492,-1584,-3744,4274,-424,-1
-20184,23504,6416,-23685,-25443,-1,-208,-980,-4512,3918,-415,-1
-20572,26428,-4144,-27602,-20026,-1,312,-1172,-2616,4726,136,-1
-19488,24256,-6408,-22265,-12668,-1,352,-880,-728,3044,343,-1
-15880,28260,-8572,-20581,-8033,-1,-836,-484,1624,-607,29,-1
-15296,32767,-6732,-15714,-5676,-1,-120,1540,4240,-5552,-1046,-1
-20368,32767,-9612,-13094,-7741,-1,3100,-692,27184,-16429,-377,-1
-28480,32767,-25032,-7002,-7157,-1,-7848,604,32767,-32768,-1771,-1
-32768,32767,-32768,-1920,-7907,-1,9396,-796,32767,-25173,-1487,-1
-32768,32767,-32768,1597,-4519,-1,32072,-1404,32767,-3484,3217,-1
-32768,32767,-32768,1810,4909,-1,21264,4416,32767,2896,543,-1
-32768,32767,-32768,4836,17490,-1,13320,3660,32767,4329,968,-1
-32768,32767,-32768,11483,29495,-1,9776,664,32767,-2901,914,-1
-28560,32767,-25772,20003,32767,-1,11276,-1356,32767,-8939,805,-1
-22704,32767,-18632,31520,32767,-1,9088,-2820,32448,-8412,947,-1
-20824,32767,-7544,31607,32767,-1,-1092,-2448,24232,-5045,1913,-1
-25024,32767,-12944,17705,32767,-1,4760,-1744,13056,3368,3129,-1
-22120,32767,-12340,-5879,32767,-1,-208,-2424,10412,6942,3742,-1
-23648,23536,18180,23467,32767,-1,-2880,20,1804,8538,2963,-1
-32768,24340,9376,-11479,32767,-1,-792,480,356,9522,3021,-1
-32544,20096,3312,-9712,32767,-1,-1172,364,-5132,9656,3547,-1
-29544,32148,11480,-23629,27476,-1,-2684,840,-6244,9565,3197,-1
-27312,-4828,26868,-550,32767,-1,-1252,952,-8964,7441,2697,-1
-26700,18112,20876,-1978,32767,-1,-448,644,-9844,5421,1916,-1
-27012,15624,17348,-5770,32767,-1,-1776,576,-10732,2240,1351,-1
-28092,17608,16216,-13409,32767,-1,1944,-16,-12116,-85,184,-1
-32676,19800,11688,-17510,32767,-1,148,500,-8092,-3612,307,-1
-25792,21024,19020,5058,32767,-1,3628,228,-7212,-6266,-68,-1
-26040,25584,15084,5103,32767,-1,1636,3968,-4764,-9070,-392,-1
-26888,27016,7644,11803,32767,-1,-7724,1292,3684,-9682,-1865,-1
-32176,18248,9848,-1022,32767,-1,2512,-712,-4920,-7474,-1907,-1
-25052,26536,14088,11798,32767,-1,1096,-1180,640,-4789,-1480,-1
-26228,19788,9384,13026,32767,-1,-296,-2132,3204,-1587,-535,-1
-20524,20784,14860,19531,32767,-1,3972,-2104,1668,-758,-407,-1
-23892,16068,7808,24348,32767,-1,3364,-2744,4116,-1425,401,-1
-22456,14420,2444,25166,32767,-1,4500,-3408,7212,-2493,1025,-1
-23072,-3848,-2272,19283,32767,-1,6496,-4912,13280,-5385,1070,-1
-24500,-28228,-7324,10833,32767,-1,8344,-5104,22980,-11233,788,-1
-22720,-32768,-5956,2875,32767,-1,9184,-2052,32767,-15718,-385,-1
-23556,-32768,-10608,-6708,25716,-1,13312,1932,32767,-18109,-68,-1
-24684,-32768,-12976,-14334,6886,-1,23688,3596,32767,-16826,-617,-1
-24208,-32768,-11524,-19606,-9361,-1,24200,-2420,32767,-3740,-1986,-1
-22760,-32768,-8172,-20613,-21269,-1,22576,-3600,32767,7900,-2501,-1
-20020,-32768,-9208,-9668,-32768,-1,18324,-4720,32767,2433,-753,-1
-17872,-32768,-8280,-2138,-32768,-1,13720,-5204,32767,-1680,643,-1
-16980,-27188,-5992,1577,-32768,-1,13992,-4132,30264,-720,41,-1
-19736,-14224,-108,4553,-32768,-1,9080,-2868,24156,2037,-396,-1
-24960,-1624,-676,-7137,-32768,-1,7508,-1636,14784,7547,-749,-1
-27416,6980,4188,-3284,-32768,-1,2840,-808,9056,11009,-658,-1
-29896,15048,4656,-1044,-32768,-1,3492,-1264,3808,13956,963,-1
-31720,19656,11272,-1525,-32768,-1,856,-1796,-340,15615,1157,-1
-32768,19928,12644,-8064,-32768,-1,108,-2200,-3364,16199,693,-1
-32768,21908,12184,-12954,-32768,-1,436,-920,-7224,17088,-80,-1
-32768,19808,15908,-14733,-32768,-1,6288,-1728,-12124,16748,34,-1
-32768,20244,15536,-14334,-32768,-1,1860,-976,-8876,15509,-868,-1
-32768,19488,13564,-19459,-32768,-1,2616,-172,-8492,10390,-992,-1
-32768,17984,12980,-22067,-32768,-1,1332,-320,-8712,6291,-586,-1
-32768,18820,11256,-24961,-32768,-1,-396,-352,-8076,3974,-1325,-1
-32768,19256,9492,-24232,-32768,-1,1628,-880,-7564,2854,-1847,-1
-32768,20616,5676,-30012,-32768,-1,1756,-724,-6580,2637,-1732,-1
-28944,24496,7308,-32768,-32768,-1,872,-1240,-6136,3502,-1017,-1
-26764,25836,8492,-32768,-27319,-1,412,-1516,-4976,4620,-1044,-1
-25460,23916,8432,-32768,-25771,-1,-636,-1652,-2632,5677,-972,-1
