ax0,ay0,az0,gx0,gy0,gz0,ax1,ay1,az1,gx1,gy1,gz1
-212,13760,-8692,3515,-3925,-1,-10488,-288,-14968,-2616,-4319,-1
292,13644,-8508,3775,-3816,-1,-10404,-688,-16144,-2206,-4436,-1
628,13792,-8288,4123,-3643,-1,-10344,-832,-15716,-1812,-4558,-1
760,14008,-8212,4619,-3477,-1,-10224,-728,-15400,-1463,-4747,-1
704,14192,-8072,5075,-3289,-1,-10280,-556,-15200,-1458,-4967,-1
272,14200,-7884,5450,-3159,-1,-10568,-448,-15012,-1627,-5156,-1
-212,14660,-7860,5504,-2861,-1,-10684,-124,-14972,-1483,-5291,-1
-632,14768,-7640,5159,-2696,-1,-10868,560,-14868,-1343,-5262,-1
-268,14448,-7744,4612,-2557,-1,-10268,1112,-15008,-1386,-4977,-1
-48,14320,-8160,4332,-2374,-1,-10032,1464,-15328,-1316,-4430,-1
236,13872,-7984,4205,-2329,-1,-10128,1392,-15012,-1119,-3849,-1
64,13756,-7796,4034,-2151,-1,-10152,1236,-14872,-1103,-3384,-1
-144,13704,-7816,3820,-2000,-1,-10260,868,-15300,-1306,-2949,-1
-120,13708,-7764,3596,-1955,-1,-10556,480,-15540,-1348,-2727,-1
-56,13904,-7736,3294,-1924,-1,-10704,148,-15944,-1327,-2529,-1
100,14052,-7776,3113,-1979,-1,-10668,-128,-16256,-1005,-2258,-1
280,14064,-7800,2922,-1937,-1,-10564,-448,-16472,-532,-2073,-1
584,14236,-7520,2593,-1993,-1,-10584,-764,-16076,-149,-1919,-1
760,14500,-7364,2274,-2075,-1,-10608,-1012,-15884,-96,-1834,-1
840,14612,-7388,2081,-2043,-1,-10528,-1072,-15712,-189,-1820,-1
1044,14360,-7680,1873,-1950,-1,-10776,-1184,-15676,-359,-1818,-1
876,14372,-7624,1856,-1620,-1,-10668,-1168,-15100,-87,-1572,-1
856,14776,-7672,1778,-1632,-1,-10632,-784,-14872,317,-1476,-1
628,14308,-7956,1829,-1465,-1,-10816,-812,-14656,-17,-1289,-1
140,13600,-8464,2148,-1429,-1,-11304,-1016,-14072,-518,-1116,-1
168,13792,-9448,2812,-1759,-1,-12084,-1340,-14384,-923,-1291,-1
-508,13716,-10680,3939,-2120,-1,-12488,-1828,-15132,-1063,-1527,-1
-1200,12916,-11632,5642,-2215,-1,-12868,-2876,-16088,-723,-2266,-1
-3060,13760,-12376,7241,-2845,-1,-13184,-3564,-15932,-29,-3361,-1
-5220,13480,-12312,8943,-3367,-1,-13004,-3888,-15416,816,-4923,-1
-6876,12136,-11860,10709,-3495,-1,-12624,-4300,-14888,1639,-6434,-1
-8000,10988,-10724,11905,-3373,-1,-12268,-4156,-13348,2407,-8189,-1
-7624,10164,-10172,12897,-3794,-1,-11404,-3132,-12056,2536,-10111,-1
-7516,9856,-9008,13858,-4237,-1,-11228,-2068,-11804,1729,-11849,-1
-8060,8068,-7704,15524,-5499,-1,-10808,-1224,-12160,1068,-13493,-1
-8992,6960,-6200,17615,-7325,-1,-10256,-208,-12748,928,-14914,-1
-9876,7244,-5160,19719,-8471,-1,-10112,620,-12700,854,-15717,-1
-11272,8936,-5128,21497,-8699,-1,-10012,1108,-12860,623,-16210,-1
-12096,10460,-5024,22643,-9398,-1,-10256,1208,-12564,465,-16677,-1
-12752,10364,-4836,23680,-11422,-1,-10828,1028,-11756,61,-17193,-1
-12464,8588,-3232,24474,-13692,-1,-11504,340,-11652,-615,-17731,-1
-12816,7672,-1080,25159,-15630,-1,-12212,-644,-11872,-1461,-18418,-1
-13044,9064,-684,26548,-16446,-1,-12988,-2100,-12972,-2397,-19407,-1
-13356,11612,-788,28429,-16621,-1,-14168,-3496,-14540,-3279,-20593,-1
-12916,13320,-1156,30128,-17129,-1,-14840,-4860,-15568,-3795,-21831,-1
-12232,12664,-868,32668,-18927,-1,-15656,-6460,-16672,-3138,-23096,-1
-13264,12316,924,32767,-20900,-1,-16524,-7312,-16464,-2621,-24210,-1
-15020,11312,5180,32767,-23406,-1,-15104,-7512,-16176,-2298,-24894,-1
-16788,11588,8696,32767,-26303,-1,-13528,-7520,-15360,-677,-25123,-1
-17660,13944,10664,32767,-27297,-1,-13644,-7472,-13940,299,-25928,-1
