ax0,ay0,az0,gx0,gy0,gz0,ax1,ay1,az1,gx1,gy1,gz1
-22344,-2040,1712,8118,-28279,-1,9872,6256,-13168,-3730,-26502,-1
-20764,-2208,1624,7426,-26913,-1,10348,7216,-12044,-3109,-24882,-1
-19552,-1760,1504,5755,-25740,-1,11268,6376,-11088,-2709,-23466,-1
-18376,-736,1460,3124,-24377,-1,9784,3588,-10524,-3117,-22492,-1
-17648,1096,2344,577,-22739,-1,8496,320,-11372,-3788,-22414,-1
-17532,3140,2616,-2072,-20907,-1,8332,-1988,-12728,-4542,-23001,-1
-17972,4660,1576,-4946,-19160,-1,7472,-3536,-14216,-4824,-24258,-1
-17812,6260,128,-7338,-17349,-1,6744,-3728,-15228,-4212,-25967,-1
-17172,7572,-1488,-8893,-15777,-1,6004,-2928,-16440,-3568,-27712,-1
-16612,8604,-3396,-9942,-13670,-1,5528,-1780,-16556,-2849,-28936,-1
-16348,9380,-3248,-10810,-10964,-1,5924,-188,-17136,-2241,-29518,-1
-15784,10088,-4112,-11418,-8436,-1,5728,1020,-17292,-1530,-29404,-1
-15276,10316,-4136,-11621,-5463,-1,5664,1212,-17404,-470,-28876,-1
-14844,11612,-4396,-12303,-2079,-1,6040,1052,-17872,645,-28436,-1
-13676,12988,-3884,-12468,1336,-1,5936,1336,-17984,1380,-27938,-1
-12056,15068,-3592,-11805,4404,-1,5076,1752,-17900,1938,-27421,-1
-10936,16900,-3544,-10251,6787,-1,5044,1408,-17992,2471,-26758,-1
-11364,18216,-3580,-7917,8659,-1,5520,1020,-18004,2667,-26205,-1
-11000,17360,-3380,-4998,9631,-1,5044,1404,-18328,2680,-25614,-1
-10224,15900,-2824,-2329,10422,-1,5024,2760,-18096,2434,-24780,-1
-9208,14652,-2340,-68,10956,-1,5924,3608,-17644,2370,-23706,-1
-8308,13392,-1416,1432,11186,-1,6320,3640,-17684,1739,-22653,-1
-8324,12788,-268,3164,11573,-1,7420,2408,-18128,1244,-21370,-1
-9128,12844,900,4211,11705,-1,7800,1016,-19092,986,-20432,-1
-9796,13144,2164,5286,11773,-1,7588,848,-18624,666,-19876,-1
-10972,14580,3336,6327,11836,-1,9276,1804,-18452,531,-19347,-1
-13528,15736,4272,7017,11817,-1,10648,1864,-18504,147,-18496,-1
-20108,25264,-9416,-11738,385,-1,8664,404,-18592,-932,-16915,-1
-17476,18216,2448,10780,14003,-1,8444,-1892,-19448,-2216,-16038,-1
-18284,18656,3028,11469,14154,-1,7412,-5248,-20488,-3311,-16343,-1
-22080,17272,640,7789,15088,-1,10392,-8060,-23284,-4502,-17556,-1
