ax0,ay0,az0,gx0,gy0,gz0,ax1,ay1,az1,gx1,gy1,gz1
-1112,15396,-5176,14842,-6344,-1,-13212,-5856,-15704,996,-11455,-1
-2308,15904,-4584,16042,-6899,-1,-12704,-5064,-14788,2006,-12967,-1
-2884,15704,-3732,17002,-7624,-1,-11820,-3816,-13288,2369,-13994,-1
-3384,15692,-2712,17925,-8326,-1,-11068,-2780,-12452,1974,-14713,-1
-3632,15508,-2328,19144,-8841,-1,-10288,-1912,-12324,884,-15023,-1
-4596,14912,-2164,20319,-9628,-1,-9436,-1052,-12744,-251,-15221,-1
-5504,14256,-1532,21289,-10852,-1,-9200,-456,-13192,-1207,-15388,-1
-6368,13320,-584,22721,-11990,-1,-8924,-136,-14332,-1871,-15351,-1
-6876,12792,716,23492,-12783,-1,-9452,-264,-14892,-2611,-15249,-1
-7180,12940,1804,24606,-13368,-1,-9988,-736,-14900,-2760,-15204,-1
-7112,10736,3264,26344,-14578,-1,-9956,-1392,-14104,-2726,-15397,-1
-7108,9452,3988,27825,-16332,-1,-9508,-1724,-13236,-2846,-15824,-1
-7660,8748,4976,28776,-17706,-1,-9440,-1660,-12352,-3370,-16219,-1
-8124,8272,5476,29155,-19030,-1,-9792,-1680,-11660,-4039,-16561,-1
-8516,8016,5120,29820,-20319,-1,-10216,-1728,-11048,-4771,-16897,-1
-9292,8104,5852,29401,-21736,-1,-10916,-1892,-10948,-5681,-17252,-1
-10400,8964,6428,28483,-23620,-1,-11520,-2000,-11320,-6869,-17511,-1
-11104,10140,7064,27645,-25143,-1,-12024,-2260,-12200,-7686,-17820,-1
-11372,9760,6336,28258,-26832,-1,-12544,-2572,-13148,-7989,-18221,-1
-11856,9320,5012,29322,-28298,-1,-12924,-2752,-13848,-7954,-18722,-1
-12708,9248,4360,29549,-29505,-1,-13524,-2924,-14304,-7831,-19212,-1
-14384,10176,4752,29811,-31088,-1,-14108,-3172,-14476,-7663,-19761,-1
-16536,9424,4680,30898,-31903,-1,-14300,-3032,-14188,-7462,-20236,-1
-17932,8296,3556,32767,-32727,-1,-14432,-2332,-13732,-6716,-20567,-1
-19468,7436,2640,32767,-32768,-1,-14196,-1308,-12584,-5718,-20801,-1
-22248,8648,2600,32767,-32768,-1,-13392,-420,-11560,-4937,-21065,-1
-25228,10160,3892,32767,-32768,-1,-12300,208,-10960,-4566,-21154,-1
-28080,11328,4632,32767,-32768,-1,-11388,548,-10152,-4209,-20995,-1
-28912,10604,3872,32767,-29277,-1,-10700,280,-10396,-3848,-20886,-1
-29444,8072,3392,32767,-24752,-1,-10184,-104,-10232,-4871,-20127,-1
-27268,7572,3288,32767,-21266,-1,-11176,-1416,-11004,-5686,-19268,-1
-28716,5532,3796,31225,-20045,-1,-14992,-2200,-11596,-7076,-18998,-1
-30292,6584,4596,29784,-17161,-1,-17128,-3456,-14028,-7364,-19455,-1
-32296,6968,5400,28651,-14336,-1,-18504,-4568,-17848,-7789,-19821,-1
-32224,6872,6288,27530,-11144,-1,-18464,-6080,-21392,-6266,-20171,-1
-29952,5748,7012,26274,-8491,-1,-19616,-8820,-20280,-2474,-20803,-1
-27568,3620,7388,25328,-6902,-1,-21000,-9900,-15780,1040,-23040,-1
-25428,1032,7360,24187,-5888,-1,-18360,-8736,-11016,1110,-25057,-1
-23472,-1100,7444,23453,-4594,-1,-16200,-6620,-9328,-294,-25730,-1
-22296,-2416,8408,23396,-3620,-1,-14584,-3944,-8356,-1354,-26199,-1
-21300,-2728,9204,23697,-3126,-1,-14012,-1620,-8260,-2050,-26160,-1
-20496,-2416,9588,23998,-3053,-1,-14696,-328,-8712,-2859,-26095,-1
-19700,-2036,9928,24002,-3354,-1,-15672,124,-9244,-3923,-25886,-1
-19180,-1664,10600,23673,-4035,-1,-16260,92,-9700,-3973,-25866,-1
-19372,-1168,10676,23286,-5002,-1,-16504,-272,-10104,-3349,-26077,-1
-20092,-88,10792,22637,-5901,-1,-16012,-968,-11508,-2836,-26436,-1
-20616,628,11564,21513,-6850,-1,-14884,-1984,-12900,-2436,-26711,-1
-20736,776,12188,19139,-9027,-1,-13488,-3560,-15004,-1955,-27059,-1
-20052,888,11424,16549,-12301,-1,-13764,-4412,-14596,-1050,-27797,-1
-18656,2144,10088,14833,-14921,-1,-15568,-4224,-12356,-260,-29298,-1
-17284,5380,8132,14385,-15616,-1,-17284,-3388,-10184,491,-31391,-1
-17164,7748,6908,14732,-15272,-1,-16920,-2136,-8348,439,-32768,-1
-17768,8524,6612,15357,-14622,-1,-16676,-824,-8044,318,-32768,-1
-18364,7884,6512,15750,-14379,-1,-18232,572,-8252,-1388,-32768,-1
-19100,7072,6004,15343,-14369,-1,-19560,1948,-10156,-3205,-32768,-1
-19520,6968,5008,14569,-13669,-1,-20544,3828,-11180,-3180,-32768,-1
-18800,7132,3692,14083,-12077,-1,-21296,6756,-12044,-2724,-32768,-1
-18432,6920,2576,14170,-9986,-1,-17132,10544,-15804,-4583,-32768,-1
-18892,6684,2020,14675,-8698,-1,-9868,13592,-18500,-3078,-32245,-1
-20136,6812,1704,14641,-8404,-1,-6832,13420,-19068,-375,-29071,-1
-20580,7364,612,14888,-7181,-1,-8216,10904,-16384,1250,-26485,-1
-20200,8344,84,15275,-5187,-1,-9808,7856,-13440,804,-25281,-1
-19640,8964,124,15526,-3315,-1,-10368,4936,-11748,-595,-24649,-1
-18720,9300,-452,16091,-1723,-1,-9440,2092,-10892,-2556,-24766,-1
-18188,11260,20,16224,598,-1,-9956,460,-11632,-5033,-25161,-1
-17408,13224,912,16141,3059,-1,-10032,328,-13220,-6944,-25078,-1
-16740,14820,2244,16640,5025,-1,-10360,648,-15024,-7441,-24636,-1
-16080,15972,3296,17553,7131,-1,-11020,584,-16616,-6808,-23802,-1
-15968,17152,3236,18620,9633,-1,-11744,716,-16788,-5669,-23107,-1
-16064,18788,3396,18560,12663,-1,-12052,612,-15484,-4588,-22751,-1
-15644,19396,3828,17484,15572,-1,-12900,496,-13628,-4585,-22864,-1
-14556,19388,3980,16326,18307,-1,-13336,844,-12420,-5452,-23168,-1
-13296,18660,4596,15496,20493,-1,-13028,1700,-11360,-6316,-23091,-1
-11768,17708,4836,15106,22378,-1,-11008,3236,-12876,-7209,-22207,-1
-10808,16588,5072,14603,23446,-1,-11396,3724,-14564,-7736,-21368,-1
-9760,15900,5092,13498,24414,-1,-10412,4192,-15576,-7893,-20031,-1
-8796,15228,4948,12454,25210,-1,-11068,4012,-15740,-7179,-18589,-1
-7776,14468,5000,11384,25595,-1,-11424,3848,-15588,-6262,-17392,-1
-7300,14472,4872,10189,25802,-1,-11368,3636,-15316,-5208,-16215,-1
-6568,14648,5124,8849,25694,-1,-10944,3220,-15640,-4105,-14898,-1
-5952,14688,4960,7917,25531,-1,-10348,2560,-15736,-3491,-13874,-1
-4572,13744,4368,6952,25079,-1,-9912,1820,-15328,-3177,-12777,-1
-2508,12988,3556,6292,24382,-1,-9536,1032,-14972,-3311,-11862,-1
-1040,12708,3460,5599,23670,-1,-9696,0,-14276,-3753,-11139,-1
1416,12744,3504,4935,23114,-1,-9592,-424,-13564,-3953,-10624,-1
3336,12568,3316,4423,22468,-1,-9188,-916,-13464,-4914,-10406,-1
4992,12300,3180,3905,21613,-1,-9360,-1088,-15208,-6058,-9761,-1
6040,11872,3244,3822,20627,-1,-10388,-1504,-16940,-7285,-8986,-1
6108,11680,3528,3966,19708,-1,-11448,-2416,-18676,-6791,-8106,-1
5536,11340,3964,3881,18626,-1,-12304,-3484,-19428,-4902,-7581,-1
4912,10812,4656,3623,17360,-1,-12700,-4772,-19584,-2877,-7637,-1
5056,9884,4188,3112,16101,-1,-12780,-5284,-18576,-1561,-8157,-1
5804,9564,3812,2451,14777,-1,-12936,-6076,-17628,-1183,-8893,-1
6476,9216,3068,1530,13337,-1,-11996,-5128,-14124,-864,-9528,-1
6928,9296,3740,201,12073,-1,-11600,-5008,-13200,35,-10438,-1
7232,9000,2480,-1520,10841,-1,-10648,-3292,-12940,-178,-10534,-1
7852,7944,1988,-2585,9583,-1,-10008,-2628,-14524,-1011,-10260,-1
7872,7784,1812,-3504,8275,-1,-9888,-1920,-14924,-1495,-9803,-1
7488,7880,2036,-4245,7108,-1,-9940,-1452,-14964,-1686,-9291,-1
6552,8932,2992,-5241,6238,-1,-9820,-1592,-15216,-1382,-8867,-1
5552,9812,4944,-6651,5735,-1,-10076,-1816,-14396,-903,-8604,-1
5728,9976,3948,-7097,5278,-1,-9528,-1956,-14224,-427,-8327,-1
6144,9296,1924,-7422,4746,-1,-9312,-2276,-14040,-287,-7852,-1
5748,9236,492,-8917,3912,-1,-9344,-2616,-13728,-436,-7681,-1
5012,9212,2340,-11834,3357,-1,-9536,-3132,-13756,-1066,-7515,-1
5340,8340,3628,-14159,1493,-1,-9460,-3372,-13840,-1664,-7627,-1
5380,8480,2232,-15561,-1592,-1,-9764,-3212,-13812,-2053,-7703,-1
4080,9708,-1580,-17325,-5547,-1,-9564,-2948,-14484,-2086,-7668,-1
3552,9468,-4548,-19859,-9650,-1,-9448,-2240,-14676,-2231,-7564,-1
