ax0,ay0,az0,gx0,gy0,gz0,ax1,ay1,az1,gx1,gy1,gz1
-14232,5352,-2212,5725,-11824,-1,-552,1308,-18704,32,-584,-1
-15784,6424,-2272,6261,-11190,-1,-1244,180,-19580,670,-221,-1
-16800,7164,-2360,6746,-10403,-1,-2208,-572,-19680,1362,-231,-1
-17424,7720,-2560,7223,-9534,-1,-2584,-1400,-19420,1612,-548,-1
-17544,7772,-2784,7324,-8523,-1,-2824,-1924,-18992,1406,-988,-1
-17352,7288,-2872,6715,-7405,-1,-3156,-2240,-18620,814,-1266,-1
-17056,6460,-2992,5648,-6275,-1,-3180,-2116,-18144,-31,-1289,-1
-16660,5524,-3220,4167,-5124,-1,-4192,-1848,-17924,-921,-1452,-1
-15928,4752,-3228,2547,-3948,-1,-3588,-1704,-17500,-1870,-1697,-1
-15344,4248,-3092,987,-2737,-1,-3172,-1676,-17732,-2714,-2026,-1
-14816,4188,-2700,-429,-1591,-1,-2572,-1504,-17840,-3040,-2368,-1
-14268,4276,-2096,-1578,-411,-1,-2132,-1020,-18252,-2775,-2682,-1
-13840,4752,-1576,-2434,820,-1,-1780,-388,-18284,-2129,-2787,-1
-13528,4940,-1488,-2954,1876,-1,-1652,88,-18008,-1385,-2737,-1
-13532,4976,-1296,-3279,2974,-1,-1864,248,-17776,-964,-2625,-1
-13976,5152,-1300,-3382,3984,-1,-2064,116,-17516,-742,-2442,-1
-14412,5332,-1608,-3375,4873,-1,-2564,-56,-17504,-751,-2293,-1
-14964,5468,-1840,-3249,5727,-1,-3008,-204,-17584,-993,-2309,-1
-15568,5664,-2276,-3150,6409,-1,-3276,-512,-17976,-1238,-2317,-1
-16048,5980,-2372,-3163,7056,-1,-3384,-808,-18464,-1414,-2233,-1
-16624,5892,-2728,-3262,7592,-1,-3152,-748,-18812,-1739,-2080,-1
-17044,5900,-2992,-3473,7990,-1,-3208,-680,-18952,-1971,-1795,-1
-17220,5904,-3072,-3763,8225,-1,-3436,-688,-18916,-2072,-1484,-1
-17440,5712,-3492,-4159,8387,-1,-3648,-492,-19292,-2596,-1246,-1
-18196,5836,-3944,-4570,8432,-1,-3396,-336,-20828,-4515,-1028,-1
-19772,6052,-4180,-4847,8385,-1,-3596,-1356,-22240,-4659,-701,-1
-20732,6220,-4376,-4725,8323,-1,-2544,-2044,-23660,-4252,-1511,-1
-21220,6428,-3924,-4451,8311,-1,-828,-2860,-25032,-4191,-2840,-1
-24052,3948,-7872,-6096,8495,-1,-1708,-2616,-25892,-3589,-3738,-1
