ax0,ay0,az0,gx0,gy0,gz0,ax1,ay1,az1,gx1,gy1,gz1
-13608,-1616,-5096,819,4426,-1,7480,6328,5872,-327,3448,-1
-14268,-2168,-5676,658,5004,-1,7872,6596,6648,-787,3481,-1
-15080,-2316,-5740,450,5419,-1,8644,6512,7568,-1060,3589,-1
-16036,-2084,-5068,358,5804,-1,9788,6872,8592,-1466,3935,-1
-16408,-2348,-4576,159,5942,-1,11484,7636,8780,-1905,4257,-1
-17200,-2492,-4188,-255,5773,-1,12120,8696,9496,-1860,4453,-1
-17948,-2572,-4124,-565,5305,-1,10852,8344,11324,-1597,4051,-1
-18804,-2452,-3940,-1020,4462,-1,11116,7580,11800,-1297,3304,-1
-19504,-2216,-3228,-1475,3379,-1,12336,5872,12988,-1835,2787,-1
-20128,-2380,-2416,-2017,2273,-1,13148,2928,15980,-3492,2308,-1
-21416,-2204,-1304,-2473,897,-1,16100,-340,17320,-4710,1851,-1
-22948,-1744,-692,-2670,-872,-1,18676,-3128,16080,-1810,1988,-1
-24004,-920,-520,-2402,-3119,-1,18296,-5540,14288,3177,2630,-1
-24828,276,-172,-1821,-5733,-1,16436,-7724,12520,3986,2947,-1
-24972,820,632,-880,-8123,-1,15628,-10140,10324,1146,3247,-1
-25324,1420,1112,110,-9508,-1,15756,-12280,11004,-2598,3479,-1
-25032,304,1680,666,-10033,-1,15992,-12360,14292,-4165,4052,-1
-24440,-596,2004,1468,-9797,-1,15548,-9184,16244,-1966,4634,-1
-23552,-800,1780,2104,-9122,-1,15800,-5652,16364,1630,4449,-1
-22888,-600,2288,3396,-8295,-1,15044,-3244,14164,4309,3727,-1
-22236,364,2236,4197,-7713,-1,12472,-2056,11356,5296,2444,-1
-21496,1100,2632,4377,-7546,-1,11296,-2564,8612,5045,1105,-1
-19680,132,2824,4572,-6871,-1,10688,-3988,6800,3849,103,-1
-18664,1716,1948,3530,-6660,-1,10056,-5256,5676,2461,-382,-1
-17356,2116,1624,2581,-5977,-1,9804,-6120,4784,1283,-490,-1
-15968,1312,900,1379,-5173,-1,9232,-6832,4784,391,-322,-1
-15008,1356,416,464,-4333,-1,8828,-7264,4468,-345,-114,-1
-14404,1288,236,-280,-3815,-1,8740,-7020,4508,-872,163,-1
-13816,864,832,-121,-3134,-1,8160,-6288,4440,-1216,424,-1
-13024,956,1168,59,-2990,-1,7364,-5068,4664,-1395,600,-1
-12672,876,1716,647,-2824,-1,7076,-4184,4616,-1159,616,-1
-12372,1016,2048,1817,-2665,-1,6844,-3192,4576,-895,459,-1
-12044,1404,2108,2502,-2441,-1,6860,-2784,4276,-746,194,-1
-11864,1416,2160,3223,-2028,-1,6884,-2588,4464,-955,-193,-1
-11592,2048,2032,3134,-1635,-1,7836,-2456,4004,-1395,-344,-1
-12196,1796,2672,3200,-926,-1,8588,-2588,4128,-1772,-422,-1
-12828,2112,2512,2668,-684,-1,9148,-2784,4540,-1802,-474,-1
-13280,1856,2288,2004,-323,-1,9472,-3044,5516,-1899,-493,-1
-13940,1192,2600,1276,-672,-1,10960,-3584,6736,-2596,-499,-1
-16100,1828,2760,258,-1274,-1,12788,-3820,8192,-3621,-455,-1
-17124,1112,3296,-512,-2050,-1,14128,-3828,9956,-3945,-333,-1
-18768,1080,3684,-1144,-3119,-1,14408,-3488,11464,-3002,-122,-1
-19992,676,3844,-1768,-4094,-1,14612,-2520,12184,-1095,4,-1
-20592,820,3984,-2637,-4833,-1,14160,-1568,11372,751,-130,-1
-20144,568,3784,-3665,-4787,-1,13008,-1288,10036,1510,-565,-1
-19600,308,3464,-5391,-4095,-1,12840,-1168,8232,1653,-1081,-1
-18500,-568,2952,-6759,-2752,-1,12140,-1324,7316,1364,-1584,-1
-17656,-1580,1996,-8605,-1136,-1,11524,-1680,7068,1050,-1989,-1
-16984,-2760,1404,-9754,664,-1,10976,-2072,6772,1124,-2289,-1
-16600,-2932,964,-10668,1869,-1,10660,-2628,6460,1388,-2512,-1
-16500,-2700,412,-10714,2741,-1,10804,-3272,6216,1376,-2507,-1
-16660,-2424,232,-10221,3248,-1,11032,-3868,6016,1154,-2377,-1
-17420,-2268,-856,-9628,3674,-1,11348,-4264,6308,1000,-2119,-1
-17892,-1700,-688,-8522,4021,-1,11464,-4464,6592,1203,-1834,-1
-18256,-820,-748,-7618,4185,-1,11904,-4516,6356,1386,-1684,-1
-18256,-40,-512,-6651,4360,-1,11780,-4480,5784,1268,-1584,-1
-18356,84,-1304,-5708,4449,-1,11644,-4856,5772,1014,-1494,-1
-17516,-124,-512,-4361,4488,-1,11372,-5032,5804,631,-1362,-1
-17276,-568,-728,-3510,4690,-1,11400,-5100,5980,430,-1163,-1
-16860,-1144,-984,-2725,4804,-1,11284,-5008,6400,445,-1004,-1
-16948,-1696,-1352,-1969,4951,-1,11356,-4876,6664,520,-929,-1
-16980,-1488,-1576,-1067,4965,-1,11000,-4844,6412,787,-913,-1
-16532,-1528,-1480,-449,5091,-1,10640,-4756,6472,1005,-950,-1
-16144,-1348,-1268,337,5247,-1,10484,-4964,6388,1119,-958,-1
-15824,-1112,-1048,1017,5265,-1,10272,-4780,6128,1149,-1024,-1
-15648,-716,-884,1702,5297,-1,10184,-4784,5748,1083,-1087,-1
-15532,-544,-740,2352,5121,-1,10116,-4912,5728,1064,-1148,-1
-15436,-516,-896,2917,4730,-1,10084,-5368,5764,1106,-1259,-1
-15352,-184,-660,3347,4103,-1,9656,-5268,5824,1027,-1250,-1
-15044,100,-596,4147,3560,-1,9392,-5092,5800,1130,-1259,-1
-14600,380,-520,4634,3022,-1,8956,-4884,6244,1291,-1441,-1
-14216,624,-128,5400,2698,-1,8848,-4564,6504,1434,-1692,-1
-14060,980,64,5853,2264,-1,9088,-4408,6420,1619,-1958,-1
-14016,904,272,6508,1904,-1,9200,-4436,6148,1781,-2269,-1
-14164,1104,444,7070,1356,-1,9160,-4940,6384,1682,-2665,-1
-14196,868,732,7887,644,-1,9380,-5260,6616,1403,-3058,-1
-14724,1072,756,8359,-285,-1,9880,-5860,6716,1067,-3287,-1
-14912,1260,1128,8978,-1383,-1,10448,-6140,6992,821,-3321,-1
-15316,1636,1504,9551,-2556,-1,10720,-6604,7492,537,-3215,-1
-15540,1580,1576,10204,-3695,-1,11188,-6644,7952,235,-2869,-1
-17072,1216,1612,10442,-4696,-1,11888,-7248,9460,-391,-2448,-1
-17960,1128,1796,10734,-5421,-1,12600,-7400,10888,-1323,-1826,-1
-19164,844,2128,10959,-6008,-1,13808,-6432,12340,-1920,-834,-1
