ax0,ay0,az0,gx0,gy0,gz0,ax1,ay1,az1,gx1,gy1,gz1
-2528,-224,628,5353,-19171,-1,-460,-1792,-20728,622,1361,-1
-2152,504,1368,2664,-21067,-1,-384,-1832,-21356,502,998,-1
-1748,1484,1928,66,-22871,-1,68,-1616,-20632,433,467,-1
-1312,1412,2556,-2453,-24938,-1,768,-840,-20832,869,313,-1
-864,1452,2272,-5409,-26829,-1,1388,-156,-20632,1345,612,-1
-364,2440,1792,-8632,-28458,-1,1496,468,-20460,1670,1180,-1
-640,6200,1908,-9671,-31188,-1,1668,984,-20024,2133,1574,-1
-160,7956,988,-15860,-32768,-1,596,836,-19520,2162,1549,-1
436,9908,88,-17252,-32638,-1,940,564,-20064,1920,1119,-1
1008,13308,-28,-22169,-32768,-1,1664,52,-20592,2217,787,-1
2568,14828,508,-22714,-32768,-1,1760,-160,-20388,1710,609,-1
3152,16536,-1456,-25590,-32695,-1,1388,-192,-20664,1112,681,-1
4556,19640,-2972,-27706,-31089,-1,956,-592,-21520,652,802,-1
4144,21700,-5820,-29731,-28501,-1,1752,-808,-22188,515,762,-1
3448,25260,-8236,-30629,-25290,-1,2112,-1188,-21752,303,745,-1
2748,28380,-8672,-31479,-21463,-1,208,104,-20448,-103,247,-1
1828,29288,-7960,-32465,-16592,-1,1904,-336,-20284,1150,-583,-1
1732,27520,-12624,-32768,-12521,-1,2432,-332,-20744,1216,-1224,-1
1148,27304,-17368,-32768,-7056,-1,3132,-456,-21424,1477,-1822,-1
180,27220,-19088,-32768,-2219,-1,3360,-412,-21756,2363,-1937,-1
1256,28620,-18132,-32768,2321,-1,3528,-76,-21756,3307,-1460,-1
680,29712,-19036,-32768,6627,-1,2648,352,-21356,3196,-725,-1
948,27320,-24400,-32134,10874,-1,2448,584,-21004,3096,-215,-1
-272,24444,-28380,-30573,15894,-1,2076,448,-20864,3020,-10,-1
-764,22256,-30388,-28082,19599,-1,1984,-16,-20892,2645,-21,-1
-872,21840,-31580,-25001,22985,-1,2060,-604,-21108,2203,-201,-1
-1384,20476,-32768,-21661,25566,-1,1824,-1036,-20448,1789,-218,-1
-2524,19208,-32768,-18555,28092,-1,1728,-1300,-20820,1179,112,-1
-4244,16104,-32768,-15663,30819,-1,1300,-1696,-20616,182,743,-1
-5764,13036,-32768,-12022,32745,-1,528,-2388,-20664,-726,1092,-1
-6952,11772,-32768,-7928,32767,-1,972,-2848,-21312,-1412,1096,-1
-8004,10548,-32768,-3172,32767,-1,1976,-2524,-21056,-1668,635,-1
-9312,11028,-32768,698,32190,-1,2768,-1216,-20196,-1929,582,-1
-10772,10336,-32768,3869,31393,-1,1112,-80,-19968,-2254,587,-1
-11820,8500,-31876,6289,29875,-1,152,660,-20308,-2374,364,-1
-12032,6352,-30304,8101,27345,-1,-332,224,-19312,-2844,652,-1
-11716,5128,-28900,9893,24311,-1,380,-100,-19416,-2939,974,-1
-11244,4084,-26660,11868,21798,-1,92,-744,-20440,-3483,794,-1
-11280,4224,-25316,13418,19015,-1,-440,-2228,-21820,-3530,731,-1
-11340,3956,-24192,13646,15083,-1,-180,-2948,-20968,-3037,505,-1
-10944,3152,-22644,14229,11477,-1,-880,-2372,-20604,-3185,780,-1
-9968,2292,-20392,14895,8592,-1,-1024,-1124,-20728,-3399,563,-1
-9584,1416,-18972,15707,6196,-1,-1232,-520,-20908,-3300,279,-1
-9036,404,-18020,15401,3721,-1,-948,-248,-21092,-2826,57,-1
-8528,1048,-17912,17131,663,-1,-872,-52,-21376,-2501,304,-1
-9164,248,-16144,16795,-1327,-1,-1116,0,-21344,-2244,564,-1
-6164,-44,-11900,18585,-4121,-1,-384,-284,-21576,-1839,617,-1
-7436,-272,-11560,18200,-6035,-1,-480,-412,-21688,-1312,709,-1
-7236,164,-10516,17797,-7923,-1,-284,-560,-21504,-763,711,-1
-6860,-644,-8180,17429,-8926,-1,-716,-536,-21340,-461,801,-1
-5940,64,-6304,16786,-10554,-1,-36,-192,-21348,220,885,-1
-5060,-952,-4584,15901,-11662,-1,88,-172,-21328,587,955,-1
-4548,-828,-2936,14738,-13576,-1,204,-432,-21260,946,706,-1
-4248,-752,-1532,12326,-15401,-1,-228,-600,-21348,1390,414,-1
-3868,-360,-196,10391,-17191,-1,12,-768,-20744,1773,141,-1
-3480,112,748,7885,-19046,-1,456,-796,-20900,2241,58,-1
-2736,1004,1860,4905,-20396,-1,340,-532,-20100,2161,157,-1
-1896,1508,3240,2470,-21943,-1,348,-336,-20152,2201,21,-1
-2020,2528,2816,-1274,-23557,-1,504,-24,-19884,2524,-57,-1
-472,2812,4224,-3389,-24745,-1,664,136,-19836,2630,-204,-1
-80,4272,3372,-7518,-26045,-1,912,288,-20052,2893,-377,-1
1168,4996,3380,-11013,-27398,-1,1688,312,-19852,2937,-336,-1
1984,7020,1492,-13504,-28909,-1,1952,388,-19788,2965,36,-1
3024,8716,416,-16687,-29561,-1,1584,300,-19808,2812,331,-1
4564,9720,-112,-19748,-30035,-1,1340,-160,-20140,2505,255,-1
4744,11004,-1032,-22406,-29700,-1,1496,-492,-20352,2161,-22,-1
5148,12268,-4316,-24963,-29380,-1,2688,-756,-21000,2467,-363,-1
5304,15788,-5024,-26570,-27707,-1,1104,-1036,-20692,1491,-579,-1
5384,20900,-3924,-28945,-25618,-1,1164,-960,-21172,513,-823,-1
4964,21232,-5872,-30772,-23488,-1,1324,-936,-20524,-290,-760,-1
4668,21404,-9816,-32331,-20551,-1,1504,-520,-20228,-637,-614,-1
4696,20980,-13136,-32768,-16865,-1,1552,-296,-19728,-860,-586,-1
3888,23216,-13208,-32768,-12593,-1,1860,52,-20236,-1217,-501,-1
3460,25032,-13948,-32768,-8738,-1,2484,44,-20556,-2138,14,-1
3376,23532,-19236,-32768,-6070,-1,2500,416,-20652,-2114,497,-1
2800,23020,-22392,-32768,-2206,-1,2440,692,-21796,-1024,377,-1
1432,23732,-22860,-32768,3293,-1,2508,1108,-23384,-977,127,-1
1324,23252,-26124,-31749,7783,-1,3376,1052,-22676,-851,111,-1
608,22912,-28656,-28877,11460,-1,3556,408,-21480,385,511,-1
344,22340,-31040,-24977,14406,-1,3068,436,-20928,739,931,-1
-688,23252,-31160,-21959,18670,-1,2372,540,-20976,562,1022,-1
-1796,21544,-32768,-18870,22968,-1,1460,556,-20724,193,937,-1
-2836,18688,-32768,-15463,26196,-1,528,276,-21044,-337,842,-1
-3848,16060,-32768,-11916,28416,-1,-116,-308,-21656,-788,643,-1
-4616,15312,-32768,-8270,30766,-1,-172,-724,-21816,-1126,620,-1
-5876,14688,-32768,-5208,32767,-1,744,-812,-21960,-1543,1017,-1
-7404,13108,-32768,-2419,32767,-1,2064,-728,-21360,-2062,1655,-1
-8572,12480,-32768,245,32767,-1,2488,-212,-21172,-2166,2284,-1
-8692,10328,-32768,3112,32767,-1,2156,684,-21820,-1764,2503,-1
-9172,9864,-31688,5557,32767,-1,1868,1508,-21536,-1428,2733,-1
-9808,8688,-30240,7388,32113,-1,704,1524,-21168,-1041,3053,-1
-10032,6860,-28756,8740,30394,-1,880,804,-20616,-970,3261,-1
-10148,5088,-27380,9933,27933,-1,-1116,-800,-20384,-1188,3020,-1
-9860,4424,-25488,11167,25223,-1,-1676,-1964,-20692,-1335,2470,-1
-10028,3884,-23732,12009,22129,-1,-888,-2612,-20672,-1178,2472,-1
-10204,2816,-21952,13279,18883,-1,-692,-2352,-20696,-376,2598,-1
-11500,2080,-21860,12993,15725,-1,-1572,-2108,-20024,-90,2477,-1
-10728,152,-20224,13122,12025,-1,-1952,-1924,-19408,-47,1982,-1
-10868,-504,-18888,13737,8803,-1,-2772,-1996,-19664,-176,1111,-1
-9740,-1992,-16900,14411,5103,-1,-2028,-1536,-19296,-1019,825,-1
-11160,236,-18084,14619,1448,-1,-1708,-2020,-20240,-1152,459,-1
-9628,-1228,-15268,15980,-285,-1,-1660,-2628,-20192,-1075,95,-1
-8136,-1440,-12664,14889,-2137,-1,-1440,-2948,-20048,-1070,-112,-1
-8384,-1156,-12864,15407,-5304,-1,-1744,-2912,-20112,-1091,-83,-1
-7316,-2344,-10756,15221,-7097,-1,-2120,-2552,-20020,-1130,-495,-1
-5948,-1912,-8588,15070,-9594,-1,-1324,-2564,-20148,-1522,-860,-1
-5476,-1428,-7176,14299,-11164,-1,-1336,-2300,-21160,-1329,-1000,-1
-4872,-580,-5764,12627,-12567,-1,-880,-2248,-21984,-877,-1157,-1
-3920,-260,-3824,11886,-14313,-1,-296,-1992,-22432,-532,-1309,-1
-3640,76,-2448,10395,-16105,-1,264,-2008,-22216,-117,-1151,-1
-3072,304,-1480,8897,-17854,-1,-60,-1708,-22140,364,-986,-1
-2660,540,-4,7161,-19647,-1,-100,-1436,-21292,936,-1123,-1
-2644,1316,464,5233,-21408,-1,-540,-1084,-20704,1107,-942,-1
-1848,1616,1572,3188,-22947,-1,-672,-584,-20076,1101,-806,-1
-1528,2136,1080,404,-24638,-1,-504,-176,-20012,864,-704,-1
-648,2452,1820,-1923,-26452,-1,-96,-168,-19636,888,-494,-1
