ax0,ay0,az0,gx0,gy0,gz0,ax1,ay1,az1,gx1,gy1,gz1
-9220,1260,-7384,2887,2005,-1,-5860,2884,-11044,293,870,-1
-9784,1236,-7032,3426,1622,-1,-6568,2848,-12012,-1012,252,-1
-10960,984,-6160,3835,1067,-1,-7548,3240,-13908,-2453,-539,-1
-12816,624,-4820,4137,936,-1,-8760,3496,-16424,-3475,-1288,-1
-14624,-216,-4084,4353,557,-1,-9440,3676,-18524,-3136,-1678,-1
-16076,-1100,-3904,4847,591,-1,-9920,4176,-19676,-1417,-1685,-1
-17240,-112,-4128,4709,523,-1,-10608,5332,-19336,50,-1585,-1
-18760,832,-4048,4108,662,-1,-11160,6360,-19212,105,-1313,-1
-20384,36,-3952,2951,-76,-1,-11356,6392,-20532,-847,-1139,-1
-22656,-1144,-4288,1149,-1187,-1,-12052,6152,-21780,-1393,-1074,-1
-25156,-1676,-5660,-1417,-1499,-1,-12484,5512,-22896,-1153,-1209,-1
-26600,-1264,-7400,-3839,-1144,-1,-12952,5372,-22304,-214,-1597,-1
-26120,-700,-9120,-5837,-606,-1,-13056,5904,-21652,-535,-1872,-1
-25316,-628,-10372,-6966,-540,-1,-12712,5616,-22304,-1997,-1456,-1
-25268,-488,-10940,-7263,-751,-1,-11796,4208,-23492,-1513,-633,-1
-23772,-468,-11112,-6832,-1036,-1,-10692,2740,-23360,718,304,-1
-21056,588,-10792,-5957,-1166,-1,-9984,1316,-20528,2133,965,-1
-18136,2012,-9580,-4899,-1433,-1,-9224,-240,-16864,2475,1107,-1
-15488,3128,-8348,-4022,-1683,-1,-8772,-1672,-14188,2305,484,-1
-12652,4204,-7000,-3505,-1654,-1,-7524,-2628,-12952,1284,-535,-1
-10468,4032,-6180,-3423,-1902,-1,-6732,-3520,-12952,-62,-1221,-1
-9572,3560,-6288,-2149,-2108,-1,-6768,-3772,-13444,-1191,-1534,-1
-10144,3668,-6728,-162,-1713,-1,-7052,-4556,-14560,-1821,-1705,-1
-11388,2140,-6140,1603,-2005,-1,-6404,-4896,-16292,-1710,-1243,-1
-12428,368,-4716,3614,-2334,-1,-6320,-3904,-17440,-990,-947,-1
-13316,-604,-3076,4929,-3479,-1,-6364,-2828,-18216,-99,-987,-1
-14856,16,-2424,6981,-4298,-1,-7000,-2016,-17652,884,-823,-1
