ax0,ay0,az0,gx0,gy0,gz0,ax1,ay1,az1,gx1,gy1,gz1
632,-4816,-4920,13156,-8134,-1,-4816,-1124,-17516,-84,-503,-1
936,-4624,-3520,11567,-10099,-1,-4784,-916,-17904,87,-526,-1
1940,-4652,-2684,9639,-11595,-1,-4768,-1176,-17492,265,-973,-1
2652,-4180,-1956,7745,-13167,-1,-4940,-1368,-18028,464,-1128,-1
2256,-4032,-1728,5874,-14791,-1,-4428,-1564,-17776,492,-1045,-1
1704,-3464,-1228,3712,-16390,-1,-4700,-1224,-17684,384,-885,-1
2228,-3136,-824,1627,-18209,-1,-4556,-688,-17684,399,-686,-1
4140,-2240,-536,-342,-19608,-1,-4960,-532,-18072,425,-787,-1
4548,-1188,-996,-2799,-21288,-1,-4508,-404,-18440,589,-678,-1
3992,48,-1448,-5276,-22807,-1,-4764,-416,-18644,945,-331,-1
2380,992,-1728,-7466,-24019,-1,-4668,-524,-18496,1201,163,-1
3676,2712,-1112,-9436,-25201,-1,-5180,-696,-18456,1292,441,-1
5040,5136,-1016,-11916,-26219,-1,-5060,-808,-18560,1355,533,-1
5128,8040,-2048,-14575,-26587,-1,-4864,-1000,-18576,1516,450,-1
3944,10344,-4372,-16652,-26442,-1,-4688,-1124,-18468,1526,449,-1
2788,12544,-5336,-17976,-26188,-1,-4436,-1324,-18276,1524,756,-1
4880,14720,-4124,-19442,-25965,-1,-4528,-1100,-18240,1439,1083,-1
7332,16636,-3636,-21073,-25621,-1,-4496,-924,-18152,1521,1113,-1
6464,17560,-4824,-22626,-24950,-1,-4748,-860,-18164,1857,861,-1
5260,19592,-5904,-23669,-23057,-1,-4476,-1164,-18336,1977,431,-1
6780,22544,-6092,-24485,-20995,-1,-3952,-1384,-18264,1940,291,-1
9468,24352,-6616,-24928,-19465,-1,-3796,-1384,-18192,1460,415,-1
9864,25268,-7812,-25304,-17441,-1,-4000,-1340,-18076,1451,338,-1
9208,25920,-8920,-25681,-14701,-1,-3924,-1336,-18120,1567,-66,-1
9560,26208,-9392,-26053,-11935,-1,-3360,-1440,-18380,1440,-445,-1
11012,25072,-10392,-26138,-9409,-1,-3372,-1660,-18952,1177,-487,-1
13280,24444,-12652,-26114,-6118,-1,-3112,-1632,-18912,1147,-233,-1
12160,24892,-13952,-26483,-2126,-1,-3248,-1472,-18820,1290,87,-1
10836,25280,-14520,-27133,1721,-1,-3452,-1508,-18656,1131,126,-1
10524,24140,-16676,-27316,4909,-1,-3732,-1112,-18320,953,-86,-1
10688,22208,-19268,-27005,8568,-1,-3632,-716,-18236,656,-217,-1
10836,20572,-20948,-26739,12470,-1,-3508,-436,-18452,398,-47,-1
